Adj Close,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD,MACD_Signal,BB_High,BB_Low
AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,
28.920928955078125,32.375,32.375,32.01250076293945,32.154998779296875,195793600,30.21199998855591,30.466488429640016,78.44932224540341,1.1549226865437383,0.992424831648564,33.07467374643029,27.34932623068153
29.702573776245117,33.25,33.25,32.415000915527344,32.505001068115234,283896400,30.462249946594238,30.7315847696743,82.17219288469843,1.2324544868224727,1.0404307626833458,33.46499411838937,27.459505774799105
29.517227172851562,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400,30.70062494277954,30.95167189087068,78.70012563788492,1.2626009663437827,1.0848648034154333,33.72781948586118,27.673430399697896
28.762367248535156,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800,30.946249866485594,31.070322027124256,66.39654087123864,1.204423883219274,1.1087766193762014,33.599061094798756,28.293438638172436
29.126399993896484,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000,31.13512487411499,31.21648179046826,68.91998514684066,1.1776251390243182,1.1225463233058248,33.693870996687025,28.576378751542954
28.68867301940918,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200,31.254624938964845,31.302055113134788,62.81194438769325,1.1041205937386849,1.1188611773923969,33.76149592710338,28.74775395082631
28.82936668395996,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800,31.403749847412108,31.3944783485003,63.91882634729063,1.0465128872989702,1.1043915193737115,33.77666224411329,29.03083745071093
28.889667510986328,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200,31.53787488937378,31.48452804412769,64.40778793290984,0.9948372721625311,1.0824806699314755,33.801542240408885,29.274207538338672
28.70654296875,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200,31.661499786376954,31.546477594356787,61.67422206143653,0.9266600797958553,1.0513165519043515,33.76648500845658,29.556514564297334
28.230850219726562,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400,31.747124862670898,31.551813148753983,55.12911681181286,0.8202062462112885,1.0050944907657389,33.68998090794102,29.804268817400775
28.27328872680664,31.649999618530273,32.342498779296875,31.565000534057617,32.099998474121094,291368400,31.830374813079835,31.56116424111363,55.581932589967614,0.7312442361357334,0.9503244398397378,33.59894420164161,30.061805424518063
28.39388084411621,31.78499984741211,32.39250183105469,31.264999389648438,31.989999771118164,354114000,31.93299980163574,31.582481917903962,56.91282334407436,0.663980636971548,0.8930556792660999,33.41822915237802,30.44777045089346
27.806528091430664,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400,31.992874813079833,31.539150357537643,49.183404850792364,0.551264417336327,0.8246974268801454,33.22532382775533,30.76042579840433
27.299570083618164,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000,31.995624828338624,31.44589789167143,43.67049524742931,0.41140103278858575,0.7420381480618334,33.214957385181286,30.776292271495958
27.793127059936523,31.112499237060547,31.225000381469727,30.407499313354492,30.577499389648438,193450800,31.990249824523925,31.414145638851345,49.59419378381455,0.341207182958172,0.6618719550411012,33.22407294621018,30.756426702837672
27.6010684967041,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200,31.95437479019165,31.364941205100994,47.50080757805957,0.26517259119846415,0.5825320822725738,33.268844165534624,30.639905414848673
27.904796600341797,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200,31.927749729156496,31.35280387481143,51.02165841548989,0.22970193927181626,0.5119660536724223,33.277185720990786,30.5783137373222
28.371545791625977,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400,31.9178747177124,31.39158447996099,55.91472624417446,0.2409748473461235,0.4577678124071626,33.269184597218825,30.566564838205977
28.690900802612305,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600,31.914749717712404,31.46071932045764,58.937439108113985,0.2755792703298283,0.42133010399169574,33.26390776563158,30.56559166979323
28.474281311035156,31.875,32.3125,31.850000381469727,32.1875,183238000,31.902874755859376,31.500174623271196,56.12624906778123,0.28020573954429295,0.3931052311022152,33.24903908940866,30.556710422310086
28.116954803466797,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400,31.85787477493286,31.49777707643296,51.74219628491693,0.24872843685755086,0.36422987225328235,33.19805881699856,30.517690732867162
28.409513473510742,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800,31.78549976348877,31.5267982854506,54.851671051938254,0.2473575278087523,0.34085540336437636,32.963698153929556,30.607301373047978
28.293378829956055,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200,31.716999816894532,31.540674697345928,53.381311784332574,0.23309426113889842,0.3193031749192808,32.744582684341864,30.6894169494472
27.554166793823242,30.844999313354492,31.704999923706055,30.844999313354492,31.635000228881836,206620800,31.649374866485594,31.474419898870554,45.09478176896575,0.15325149277797578,0.2860928384910198,32.71873693185113,30.580012801120056
27.746234893798828,31.059999465942383,31.219999313354492,30.649999618530273,30.690000534057617,190291600,31.572124862670897,31.43495128621073,47.380309643780784,0.10610117084662107,0.2500945049621401,32.575366579735,30.568883145606797
27.525136947631836,30.8125,31.174999237060547,30.727500915527344,31.142499923706055,158184800,31.50699977874756,31.375670211333517,45.05522766395795,0.04820735813751753,0.20971707559721559,32.529737172023786,30.484262385471332
28.221921920776367,31.592500686645508,31.600000381469727,31.0,31.012500762939453,188398800,31.472999858856202,31.396320732791803,52.89978849612566,0.06452186326150766,0.18067803313007402,32.435097588316225,30.51090212939618
